0/500000, loss = 107.877, regloss = 1.07877, valid_loss = 106.147, time = 4.560, learning_rate=0.0001000000
4820/500000, loss = -56.018, regloss = -56.15591, valid_loss = 6.734, time = 1.989, learning_rate=0.0000100000
4840/500000, loss = -56.291, regloss = -56.18381, valid_loss = 8.346, time = 2.000, learning_rate=0.0000100000
4860/500000, loss = -56.304, regloss = -56.19407, valid_loss = 6.598, time = 1.990, learning_rate=0.0000100000
4880/500000, loss = -56.138, regloss = -56.21629, valid_loss = 6.724, time = 2.003, learning_rate=0.0000100000
4900/500000, loss = -55.993, regloss = -56.22797, valid_loss = 6.839, time = 2.005, learning_rate=0.0000100000
4920/500000, loss = -56.327, regloss = -56.25815, valid_loss = 7.129, time = 1.992, learning_rate=0.0000100000
4940/500000, loss = -56.490, regloss = -56.29315, valid_loss = 9.598, time = 1.996, learning_rate=0.0000100000
4960/500000, loss = -56.299, regloss = -56.32452, valid_loss = 7.420, time = 1.999, learning_rate=0.0000100000
4980/500000, loss = -56.508, regloss = -56.34596, valid_loss = 7.220, time = 1.999, learning_rate=0.0000100000
5000/500000, loss = -56.471, regloss = -56.38904, valid_loss = 9.050, time = 1.995, learning_rate=0.0000100000
5020/500000, loss = -56.597, regloss = -56.41941, valid_loss = 8.371, time = 2.007, learning_rate=0.0000100000
5040/500000, loss = -56.702, regloss = -56.44528, valid_loss = 7.973, time = 1.995, learning_rate=0.0000100000
5060/500000, loss = -56.623, regloss = -56.45124, valid_loss = 7.241, time = 2.016, learning_rate=0.0000100000
5080/500000, loss = -56.818, regloss = -56.46815, valid_loss = 8.565, time = 2.002, learning_rate=0.0000100000
5100/500000, loss = -56.832, regloss = -56.49220, valid_loss = 6.442, time = 2.002, learning_rate=0.0000100000
5120/500000, loss = -56.911, regloss = -56.51566, valid_loss = 8.496, time = 2.003, learning_rate=0.0000100000
5140/500000, loss = -56.704, regloss = -56.53001, valid_loss = 9.156, time = 1.989, learning_rate=0.0000100000
5160/500000, loss = -56.747, regloss = -56.56779, valid_loss = 8.970, time = 1.999, learning_rate=0.0000100000
5180/500000, loss = -56.408, regloss = -56.58982, valid_loss = 8.717, time = 2.009, learning_rate=0.0000100000
5200/500000, loss = -56.843, regloss = -56.60861, valid_loss = 7.035, time = 1.983, learning_rate=0.0000100000
5220/500000, loss = -56.792, regloss = -56.62681, valid_loss = 9.595, time = 2.004, learning_rate=0.0000100000
5240/500000, loss = -56.811, regloss = -56.64882, valid_loss = 10.121, time = 1.999, learning_rate=0.0000100000
5260/500000, loss = -56.495, regloss = -56.67313, valid_loss = 9.850, time = 2.003, learning_rate=0.0000100000
5280/500000, loss = -56.984, regloss = -56.68939, valid_loss = 8.335, time = 1.993, learning_rate=0.0000100000
5300/500000, loss = -56.965, regloss = -56.70832, valid_loss = 8.590, time = 1.996, learning_rate=0.0000100000
5320/500000, loss = -56.702, regloss = -56.72317, valid_loss = 8.588, time = 2.014, learning_rate=0.0000100000
5340/500000, loss = -56.667, regloss = -56.72631, valid_loss = 9.749, time = 1.995, learning_rate=0.0000100000
5360/500000, loss = -56.867, regloss = -56.73779, valid_loss = 7.975, time = 2.003, learning_rate=0.0000100000
5380/500000, loss = -56.849, regloss = -56.76592, valid_loss = 10.920, time = 1.989, learning_rate=0.0000100000
5400/500000, loss = -56.978, regloss = -56.77566, valid_loss = 8.923, time = 1.999, learning_rate=0.0000100000
5420/500000, loss = -56.804, regloss = -56.80448, valid_loss = 9.423, time = 1.985, learning_rate=0.0000100000
5440/500000, loss = -57.171, regloss = -56.83516, valid_loss = 8.328, time = 2.019, learning_rate=0.0000100000
5460/500000, loss = -56.864, regloss = -56.85203, valid_loss = 8.316, time = 2.007, learning_rate=0.0000100000
5480/500000, loss = -56.934, regloss = -56.87390, valid_loss = 8.910, time = 1.998, learning_rate=0.0000100000
5500/500000, loss = -56.843, regloss = -56.89612, valid_loss = 7.390, time = 1.988, learning_rate=0.0000100000
5520/500000, loss = -57.415, regloss = -56.92554, valid_loss = 8.431, time = 1.983, learning_rate=0.0000100000
5540/500000, loss = -56.751, regloss = -56.95806, valid_loss = 10.959, time = 1.983, learning_rate=0.0000100000
5560/500000, loss = -56.909, regloss = -56.95404, valid_loss = 8.444, time = 1.970, learning_rate=0.0000100000
5580/500000, loss = -57.211, regloss = -56.96553, valid_loss = 8.544, time = 1.986, learning_rate=0.0000100000
5600/500000, loss = -57.021, regloss = -56.99754, valid_loss = 8.394, time = 1.980, learning_rate=0.0000100000
5620/500000, loss = -57.119, regloss = -57.01745, valid_loss = 9.047, time = 1.983, learning_rate=0.0000100000
5640/500000, loss = -57.206, regloss = -57.04570, valid_loss = 9.419, time = 2.001, learning_rate=0.0000100000
5660/500000, loss = -57.300, regloss = -57.07868, valid_loss = 12.103, time = 2.001, learning_rate=0.0000100000
5680/500000, loss = -57.391, regloss = -57.11620, valid_loss = 9.979, time = 1.986, learning_rate=0.0000100000
5700/500000, loss = -57.095, regloss = -57.12977, valid_loss = 9.044, time = 1.999, learning_rate=0.0000100000
5720/500000, loss = -57.208, regloss = -57.14566, valid_loss = 9.295, time = 1.981, learning_rate=0.0000100000
5740/500000, loss = -57.527, regloss = -57.16145, valid_loss = 10.247, time = 1.992, learning_rate=0.0000100000
5760/500000, loss = -57.641, regloss = -57.18656, valid_loss = 9.904, time = 2.008, learning_rate=0.0000100000
5780/500000, loss = -57.473, regloss = -57.22514, valid_loss = 10.590, time = 1.993, learning_rate=0.0000100000
5800/500000, loss = -57.463, regloss = -57.23993, valid_loss = 11.795, time = 2.009, learning_rate=0.0000100000
5820/500000, loss = -57.414, regloss = -57.26971, valid_loss = 13.086, time = 1.982, learning_rate=0.0000100000
5840/500000, loss = -57.453, regloss = -57.29655, valid_loss = 10.294, time = 1.982, learning_rate=0.0000100000
5860/500000, loss = -57.235, regloss = -57.31566, valid_loss = 11.689, time = 2.012, learning_rate=0.0000100000
5880/500000, loss = -57.333, regloss = -57.33398, valid_loss = 10.739, time = 2.001, learning_rate=0.0000100000
5900/500000, loss = -57.450, regloss = -57.34447, valid_loss = 10.760, time = 1.994, learning_rate=0.0000100000
5920/500000, loss = -57.542, regloss = -57.37760, valid_loss = 11.165, time = 2.004, learning_rate=0.0000100000
5940/500000, loss = -57.628, regloss = -57.40782, valid_loss = 10.129, time = 1.985, learning_rate=0.0000100000
5960/500000, loss = -57.792, regloss = -57.42237, valid_loss = 8.579, time = 1.972, learning_rate=0.0000100000
5980/500000, loss = -57.431, regloss = -57.43385, valid_loss = 9.970, time = 1.982, learning_rate=0.0000100000
6000/500000, loss = -57.703, regloss = -57.46213, valid_loss = 10.320, time = 1.980, learning_rate=0.0000100000
6020/500000, loss = -57.834, regloss = -57.50254, valid_loss = 10.311, time = 2.019, learning_rate=0.0000100000
6040/500000, loss = -57.660, regloss = -57.52181, valid_loss = 11.433, time = 1.995, learning_rate=0.0000100000
6060/500000, loss = -57.767, regloss = -57.53382, valid_loss = 12.167, time = 2.007, learning_rate=0.0000100000
6080/500000, loss = -57.780, regloss = -57.54667, valid_loss = 10.624, time = 1.989, learning_rate=0.0000100000
6100/500000, loss = -57.512, regloss = -57.56106, valid_loss = 11.594, time = 1.971, learning_rate=0.0000100000
6120/500000, loss = -57.836, regloss = -57.58283, valid_loss = 8.955, time = 1.988, learning_rate=0.0000100000
6140/500000, loss = -57.876, regloss = -57.59943, valid_loss = 12.242, time = 1.974, learning_rate=0.0000100000
6160/500000, loss = -57.734, regloss = -57.59034, valid_loss = 7.371, time = 2.004, learning_rate=0.0000100000
6180/500000, loss = -57.663, regloss = -57.59728, valid_loss = 8.017, time = 2.010, learning_rate=0.0000100000
6200/500000, loss = -57.826, regloss = -57.62446, valid_loss = 11.321, time = 2.005, learning_rate=0.0000100000
6220/500000, loss = -57.974, regloss = -57.66107, valid_loss = 10.683, time = 1.977, learning_rate=0.0000100000
6240/500000, loss = -57.968, regloss = -57.68560, valid_loss = 10.789, time = 2.003, learning_rate=0.0000100000
6260/500000, loss = -57.463, regloss = -57.70860, valid_loss = 11.714, time = 2.003, learning_rate=0.0000100000
6280/500000, loss = -58.166, regloss = -57.72623, valid_loss = 10.965, time = 1.998, learning_rate=0.0000100000
6300/500000, loss = -57.870, regloss = -57.72782, valid_loss = 11.464, time = 2.010, learning_rate=0.0000100000
6320/500000, loss = -57.997, regloss = -57.74113, valid_loss = 13.383, time = 1.990, learning_rate=0.0000100000
6340/500000, loss = -57.770, regloss = -57.75244, valid_loss = 10.262, time = 2.007, learning_rate=0.0000100000
6360/500000, loss = -57.789, regloss = -57.76060, valid_loss = 11.224, time = 1.990, learning_rate=0.0000100000
6380/500000, loss = -58.161, regloss = -57.78122, valid_loss = 11.240, time = 1.988, learning_rate=0.0000100000
6400/500000, loss = -57.868, regloss = -57.79859, valid_loss = 11.293, time = 1.980, learning_rate=0.0000100000
6420/500000, loss = -58.212, regloss = -57.81826, valid_loss = 11.670, time = 2.017, learning_rate=0.0000100000
6440/500000, loss = -57.912, regloss = -57.84724, valid_loss = 11.669, time = 1.987, learning_rate=0.0000100000
6460/500000, loss = -57.797, regloss = -57.87070, valid_loss = 11.836, time = 1.967, learning_rate=0.0000100000
6480/500000, loss = -57.569, regloss = -57.87595, valid_loss = 9.606, time = 1.999, learning_rate=0.0000100000
6500/500000, loss = -57.894, regloss = -57.89231, valid_loss = 10.500, time = 1.987, learning_rate=0.0000100000
6520/500000, loss = -58.065, regloss = -57.91102, valid_loss = 12.731, time = 1.989, learning_rate=0.0000100000
6540/500000, loss = -58.204, regloss = -57.94269, valid_loss = 14.596, time = 2.015, learning_rate=0.0000100000
6560/500000, loss = -57.917, regloss = -57.97337, valid_loss = 12.677, time = 1.987, learning_rate=0.0000100000
6580/500000, loss = -57.760, regloss = -58.00701, valid_loss = 13.903, time = 2.015, learning_rate=0.0000100000
6600/500000, loss = -58.066, regloss = -58.02493, valid_loss = 14.918, time = 1.997, learning_rate=0.0000100000
6620/500000, loss = -58.311, regloss = -58.04711, valid_loss = 13.466, time = 1.981, learning_rate=0.0000100000
6640/500000, loss = -58.094, regloss = -58.06555, valid_loss = 13.886, time = 1.992, learning_rate=0.0000100000
6660/500000, loss = -58.328, regloss = -58.06793, valid_loss = 14.005, time = 2.000, learning_rate=0.0000100000
6680/500000, loss = -58.419, regloss = -58.09634, valid_loss = 15.150, time = 2.004, learning_rate=0.0000100000
6700/500000, loss = -58.052, regloss = -58.10096, valid_loss = 10.186, time = 2.000, learning_rate=0.0000100000
6720/500000, loss = -58.155, regloss = -58.09880, valid_loss = 12.199, time = 2.010, learning_rate=0.0000100000
6740/500000, loss = -58.231, regloss = -58.12848, valid_loss = 15.444, time = 1.989, learning_rate=0.0000100000
6760/500000, loss = -58.221, regloss = -58.14904, valid_loss = 14.019, time = 2.018, learning_rate=0.0000100000
6780/500000, loss = -58.211, regloss = -58.17328, valid_loss = 13.372, time = 1.985, learning_rate=0.0000100000
6800/500000, loss = -58.337, regloss = -58.19132, valid_loss = 14.089, time = 2.017, learning_rate=0.0000100000
6820/500000, loss = -58.356, regloss = -58.19565, valid_loss = 13.202, time = 2.000, learning_rate=0.0000100000
6840/500000, loss = -58.230, regloss = -58.22479, valid_loss = 12.222, time = 1.997, learning_rate=0.0000100000
6860/500000, loss = -58.745, regloss = -58.25836, valid_loss = 14.391, time = 2.011, learning_rate=0.0000100000
6880/500000, loss = -58.288, regloss = -58.28371, valid_loss = 13.505, time = 2.000, learning_rate=0.0000100000
6900/500000, loss = -58.387, regloss = -58.30468, valid_loss = 12.287, time = 1.969, learning_rate=0.0000100000
6920/500000, loss = -58.368, regloss = -58.30719, valid_loss = 12.639, time = 2.009, learning_rate=0.0000100000
6940/500000, loss = -58.283, regloss = -58.32475, valid_loss = 15.319, time = 1.983, learning_rate=0.0000100000
6960/500000, loss = -58.471, regloss = -58.32838, valid_loss = 13.522, time = 2.004, learning_rate=0.0000100000
6980/500000, loss = -58.474, regloss = -58.36141, valid_loss = 14.226, time = 2.014, learning_rate=0.0000100000
7000/500000, loss = -58.492, regloss = -58.38649, valid_loss = 14.472, time = 1.991, learning_rate=0.0000100000
7020/500000, loss = -58.477, regloss = -58.41259, valid_loss = 11.908, time = 2.003, learning_rate=0.0000100000
7040/500000, loss = -58.302, regloss = -58.42129, valid_loss = 13.364, time = 2.014, learning_rate=0.0000100000
7060/500000, loss = -58.927, regloss = -58.44294, valid_loss = 13.037, time = 1.980, learning_rate=0.0000100000
7080/500000, loss = -59.012, regloss = -58.46524, valid_loss = 13.874, time = 1.996, learning_rate=0.0000100000
7100/500000, loss = -58.683, regloss = -58.50497, valid_loss = 16.825, time = 1.989, learning_rate=0.0000100000
7120/500000, loss = -58.913, regloss = -58.53062, valid_loss = 14.795, time = 2.010, learning_rate=0.0000100000
7140/500000, loss = -58.437, regloss = -58.51162, valid_loss = 13.847, time = 2.012, learning_rate=0.0000100000
7160/500000, loss = -58.674, regloss = -58.51896, valid_loss = 15.322, time = 2.006, learning_rate=0.0000100000
7180/500000, loss = -58.412, regloss = -58.53059, valid_loss = 14.861, time = 2.012, learning_rate=0.0000100000
7200/500000, loss = -58.659, regloss = -58.54425, valid_loss = 14.469, time = 2.014, learning_rate=0.0000100000
7220/500000, loss = -58.424, regloss = -58.55722, valid_loss = 12.415, time = 1.987, learning_rate=0.0000100000
7240/500000, loss = -58.784, regloss = -58.57843, valid_loss = 16.303, time = 2.000, learning_rate=0.0000100000
7260/500000, loss = -58.817, regloss = -58.60605, valid_loss = 15.129, time = 1.998, learning_rate=0.0000100000
7280/500000, loss = -58.813, regloss = -58.60671, valid_loss = 13.591, time = 2.002, learning_rate=0.0000100000
7300/500000, loss = -58.583, regloss = -58.62242, valid_loss = 13.984, time = 2.008, learning_rate=0.0000100000
7320/500000, loss = -58.774, regloss = -58.63801, valid_loss = 13.400, time = 2.017, learning_rate=0.0000100000
7340/500000, loss = -58.711, regloss = -58.66432, valid_loss = 14.555, time = 2.003, learning_rate=0.0000100000
7360/500000, loss = -58.924, regloss = -58.70343, valid_loss = 15.274, time = 1.990, learning_rate=0.0000100000
7380/500000, loss = -58.680, regloss = -58.71221, valid_loss = 14.793, time = 1.982, learning_rate=0.0000100000
7400/500000, loss = -58.761, regloss = -58.73369, valid_loss = 15.068, time = 1.994, learning_rate=0.0000100000
7420/500000, loss = -58.833, regloss = -58.76371, valid_loss = 15.688, time = 1.998, learning_rate=0.0000100000
7440/500000, loss = -58.439, regloss = -58.75220, valid_loss = 15.215, time = 1.993, learning_rate=0.0000100000
7460/500000, loss = -59.228, regloss = -58.78350, valid_loss = 14.351, time = 1.991, learning_rate=0.0000100000
7480/500000, loss = -58.973, regloss = -58.80892, valid_loss = 13.685, time = 1.994, learning_rate=0.0000100000
7500/500000, loss = -59.035, regloss = -58.82898, valid_loss = 12.968, time = 1.966, learning_rate=0.0000100000
7520/500000, loss = -59.006, regloss = -58.85014, valid_loss = 17.347, time = 1.990, learning_rate=0.0000100000
7540/500000, loss = -58.987, regloss = -58.88324, valid_loss = 17.981, time = 2.023, learning_rate=0.0000100000
7560/500000, loss = -59.181, regloss = -58.89288, valid_loss = 12.911, time = 2.016, learning_rate=0.0000100000
7580/500000, loss = -58.778, regloss = -58.88076, valid_loss = 15.803, time = 1.992, learning_rate=0.0000100000
7600/500000, loss = -58.981, regloss = -58.91062, valid_loss = 19.338, time = 1.979, learning_rate=0.0000100000
7620/500000, loss = -59.056, regloss = -58.92395, valid_loss = 14.926, time = 1.991, learning_rate=0.0000100000
7640/500000, loss = -59.369, regloss = -58.95378, valid_loss = 16.792, time = 2.006, learning_rate=0.0000100000
7660/500000, loss = -59.266, regloss = -58.95315, valid_loss = 16.832, time = 1.996, learning_rate=0.0000100000
7680/500000, loss = -58.742, regloss = -58.95466, valid_loss = 14.514, time = 2.000, learning_rate=0.0000100000
7700/500000, loss = -59.233, regloss = -58.99076, valid_loss = 15.253, time = 2.000, learning_rate=0.0000100000
7720/500000, loss = -58.633, regloss = -58.99348, valid_loss = 14.711, time = 1.996, learning_rate=0.0000100000
7740/500000, loss = -59.057, regloss = -59.01450, valid_loss = 15.540, time = 2.015, learning_rate=0.0000100000
7760/500000, loss = -58.697, regloss = -59.03402, valid_loss = 15.709, time = 2.010, learning_rate=0.0000100000
7780/500000, loss = -58.803, regloss = -59.03230, valid_loss = 15.897, time = 1.989, learning_rate=0.0000100000
